cui,umls_concept
C0020880,Ileocecal Valve
C2700116,Unusual
C0231302,Physical stress
C0086209,Emotional Stress
C1704244,Perianal skin
C0267756,Abscess of peritoneum
C0574960,Sacroiliitis
C0149651,Clubbing
C0033252,Proctosigmoiditis
C0027869,Neuromuscular Junction
C0205336,Relapsing course
C0522621,Sessile polyp
C0205320,Pedunculated
C0021846,Intestinal Polyps
C4274343,Solitary rectal ulcer syndrome
C3272802,Hamartomatous polyposis
C0221273,Juvenile polyp
C0345893,Juvenile polyposis syndrome
C0031269,Peutz-Jeghers Syndrome
C1706389,STK11 wt Allele
C0742608,Colon Hyperplastic Polyp
C2732618,Sessile Serrated Adenoma/Polyp
C0747742,Experimental Organism Benign Polyp
C1302401,Adenoma of large intestine
C1882982,Screening colonoscopy
C0935572,Stalking (behavior)
C1319315,Adenocarcinoma of large intestine
C2191320,Prophylactic Mastectomy
C0017097,Gardner Syndrome
C0262444,Abnormality of the dentition
C0265325,Turcot syndrome (disorder)
C1259661,"MUTYH protein, human"
C0334108,Multiple polyps
C0879290,MSH2 gene
C1449321,"PYCARD protein, human"
C1334468,SMAD2 gene
C0282523,CpG Islands
C0033413,"Promoter Regions, Genetic"
C2228040,Annular lesions
C0225338,Columnar epithelial cell
C1512090,Dukes classification
C3898132,Non-Cancer Diagnosis
C1334941,Neoplastic Polyp
C0333273,Mucus discharge
C0263859,"Synovitis, Acne, Pustulosis, Hyperostosis, and Osteitis Syndrome"
C5200540,Autosomal dominant Robinow syndrome
C1968959,Cortical tubers
C0241961,Angiomyolipoma of kidney
C1326341,Epithelial Cell Proliferation
C3849996,"Diet, Western"
0.3 to 10 cm,0.3 to 10 cm
C0205348,Sessile
C0449582,With texture
C1514983,Stratification
C0345976,Epithelial neoplasm of skin
C0334307,Tubulovillous adenoma
C1519984,Villous
low-magnification photomicrograph,low-magnification photomicrograph
C0014511,Epithelial cyst
C0040457,"Tooth, Supernumerary"
C1302392,Adenoma of small intestine
C0017636,Glioblastoma
C4329698,DNA Repair Gene Mutation
C3271401,microsatellite binding
C0346627,Intestinal Cancer
C0027978,New Zealand
C0011318,Denmark
C0038995,Sweden
C0009375,Colonic Neoplasms
C0332529,Consistency
C0281206,Cancer Prevention
C0685938,Malignant neoplasm of gastrointestinal tract
C0441915,AJCC tumor staging
C0600558,Neoadjuvant Therapy
C1518052,Subcapsular sinus of lymph node
C1333600,Hereditary Malignant Neoplasm
C0152149,Mittelschmerz
C0333033,Fecalith
C1096624,Periumbilical pain
C0277974,McBurney's sign (finding)
C5419784,Colon Conventional Adenoma
C0334368,Mucin-producing adenocarcinoma
C0033822,Pseudomyxoma Peritonei
C1336705,Testicular Well Differentiated Neuroendocrine Tumor
C0026376,Molecular Biology
C0596962,Molecular Pathology (discipline)
C0679316,Dysmotility
C0022104,Irritable Bowel Syndrome
C4704693,Host Microbial Interactions
C2919828,Chronic ulcerative colitis
C0929176,Hilum
C0205417,Lobular
C0442636,Geographic canal
C0227515,Interlobular bile duct
C0032717,Portal System
C1265868,Confluent necrosis
C1855038,Hepatocellular necrosis
C3269241,hepatocyte apoptotic process
C0524910,"Hepatitis C, Chronic"
C0227531,Ito Cells
C0241910,Autoimmune Chronic Hepatitis
C0276609,Acute type B viral hepatitis
C0267797,Acute hepatitis
C0333506,Massive necrosis
C0019151,Hepatic Encephalopathy
C0751378,Neurologic Signs
C0232766,Asterixis
C0019212,Hepatorenal Syndrome
C2936476,Chronic Liver Failure
C0005424,Biliary Tract Diseases
C5543099,Severe pruritus
C0032720,Surgical Portosystemic Shunt
C0014849,Esophageal and Gastric Varices
C1158342,Estrogen Metabolic Process
C0280604,altretamine/cisplatin/cyclophosphamide protocol
C0587081,Laboratory test finding
C0162523,Portal Pressure
C0011226,Hepatitis D Infection
C0275553,Bacterial cholangitis
C0264714,Acute heart failure
7%,7%
C0025469,Mesenteric Lymphadenitis
C0269038,Acute salpingitis
C0032987,Ectopic Pregnancy
C0029965,Ovulation
C0267497,Meckel's diverticulitis
C0230178,Structure of right lower quadrant of abdomen
C0223644,Structure of anterior superior iliac spine
C0010635,"Cystadenoma, Mucinous"
C0206699,"Cystadenocarcinoma, Mucinous"
C1335168,Ovarian mucinous tumor
C0220636,Malignant neoplasm of salivary gland
C1880156,Comprehensive
C0181090,Professional guide
1400 to 1600 gm,1400 to 1600 gm
C0227498,Structure of porta hepatis
C0205119,Triangular
C0227532,Space of Mall
C0227530,Space of Disse
C0438215,Laboratory test result abnormal
C0276623,Chronic viral hepatitis
C1116449,Central Vein
C3850141,Acute-On-Chronic Liver Failure
C0151889,Hyperreflexia
C0008372,Intrahepatic Cholestasis
C1512948,intrahepatic
C0428279,Finding of creatinine level
C0334163,Fibrous bands
C3826979,Model for End-Stage Liver Disease
C1335499,Progressive Disease
C0005404,bile salts
C0014745,Palmar erythema
C0020662,Hypothalamo-Hypophyseal System
C0028949,Oligomenorrhea
C0080356,valproate
C0039644,tetracycline
C0019202,Hepatolenticular Degeneration
C0019186,Hepatitis Viruses
C0019166,Hepatitis B Core Antigen
C0057317,Hepatitis delta Antigens
C1313407,"HAVCR1 protein, human"
C1562482,Food-borne transmission
C0425264,Willing to be donor of blood
C0062524,hepatitis A virus antibodies
C1518979,"Transmission, Perinatal Infection"
C0175671,Universal
C1320226,Incubation period
C0019132,Hepadnaviridae
C0019167,Hepatitis B e Antigens
C4321287,Human Cytomegalovirus Envelope Glycoprotein B
C2247629,DNA polymerase activity
C0062529,hepatitis B virus X protein
C0546816,Persistence
C0312631,Antibody to hepatitis B core antigen
C0034711,"Rats, Mutant Strains"
C4505259,Quasispecies
C0166049,Hepatitis C Antibodies
C0019189,"Hepatitis, Chronic"
C0003451,Antiviral Agents
C0524911,"Hepatitis D, Chronic"
C0001314,Acute Disease
C0193388,Biopsy of liver (procedure)
C0014441,Enzyme-Linked Immunosorbent Assay
C0019160,Hepatovirus
C0025248,Membrane Glycoproteins
C0013480,Ebola virus
C0040704,Transient Population Group
C1456573,Global Health
C0039260,Taiwan
C0016993,Gambia
C0436343,Symptom mild
C0230177,Structure of right upper quadrant of abdomen
C0012925,"DNA, Circular"
C3175531,Age of onset of symptoms
C5444038,Metastatic Bone Disease
C3827727,Undetectable
C0235378,Hepatotoxicity
C2746051,DNA Polymerase Inhibitors
C0011220,Hepatitis Delta Virus
C0325969,Amazona
C0008115,China
C3873487,Waterborne Diseases
C0026447,Monkeys
C0012984,Canis familiaris
C5392127,Positive-Strand RNA Viruses
C0446176,Hepevirus
C0009940,Convalescence
C1306857,Hyperglobulinemia
C1865190,Mild splenomegaly
C3241937,Nonalcoholic Steatohepatitis
C0311273,Ascending cholangitis
C1331532,Fasciola hepatica infection
C0029108,Opisthorchis
C0009022,Clonorchis sinensis
C0013502,Echinococcosis
C0439836,Conversions (qualifier value)
C0860207,Drug-Induced Liver Disease
C5563637,Hepatocellular cholestasis
C0019156,Hepatic Veno-Occlusive Disease
C0030781,Peliosis Hepatis
C0002845,"Androgens, Synthetic"
C0039286,tamoxifen
C2697585,Hepatocellular
C3276178,Hepatocyte ballooning
C0267812,Micronodular cirrhosis
C0444519,Hot sensation quality
C0556346,Binge Drinking
C0236663,Alcohol withdrawal syndrome
C0240021,INTERCURRENT INFECTION
C0015688,Nonesterified Fatty Acids
C0008312,Primary Biliary Cholangitis
C0230288,Structure of obstetrical canal
C3275700,Hepatic inflammation
C0206698,Cholangiocarcinoma
C4330149,HLA Match
C3258223,Clarity of Voice is Unpredictable
C0014025,enalapril
C2711227,Steatohepatitis
C0234925,Greasy skin
C0015696,"Fatty Liver, Alcoholic"
C0027270,nicotinamide adenine dinucleotide (NAD)
C0682568,membrane by function
C0025245,Membrane Fluidity
C0687132,heavy drinking
C0586627,Normal histology findings
C0439810,Total
C5194180,Iron accumulation
C1384665,HFE gene
C0277793,Onset of illness
C0031911,Pigmentation
C0009968,copper
C1443566,Free copper
C1511758,Degradation Pathway
C1412689,ATP7B gene
C0152457,Kayser-Fleischer ring
C3672279,Acute hepatopathy
C0007975,Chelation Therapy
C0040976,trientine
C0027613,Neonatal hepatitis
C0022354,"Jaundice, Obstructive"
C0018969,Heme Oxygenase (Decyclizing)
C0005446,Biliverdine
C0053602,Biliverdin reductase
C0537026,UGT1A1 gene
C0053592,bilirubin glucuronate
C0042052,Urobilinogen
C0014362,Enterohepatic Circulation
C0022353,Neonatal Jaundice
C1157873,bilirubin conjugation
C0017551,Gilbert Disease (disorder)
C0678823,parenteral administration
C0021826,Intestinal Absorption
C1413514,CLU gene
C4277647,Hemochromatosis Protein
C2340138,Hepatic Stellate Cells
C0032005,Pituitary Gland
C1704782,Load Component of Device
C0333610,Pigmented
C0007303,Structure of articular cartilage
C0033802,Pseudogout
5:1 to 7:1,5:1 to 7:1
C1326961,glucose homeostasis
C0019602,histidine
C1423073,PPP1R3B gene
C0008655,"Chromosomes, Human, Pair 13"
"1:30,000 to 1:50,000","1:30,000 to 1:50,000"
C1848458,Low serum ceruloplasmin
C5205215,MET Gene Mutation Negative
C4740690,Mild disease
C0061444,glucuronic acid
C1157876,heme catabolic process
C0018974,Hemeproteins
C0036773,Serum Albumin
C0599956,Aqueous
C0055568,cholic acid
C0008024,chenodeoxycholic acid
C1518413,Nontoxic
C0010324,"Crigler Najjar syndrome, type 1"
C0022350,"Jaundice, Chronic Idiopathic"
C0036776,Serum alkaline phosphatase measurement
C0017040,Gamma-glutamyl transferase
C0005398,"Cholestasis, Extrahepatic"
C3898473,Malignant Biliary Obstruction
C0030201,"Pain, Postoperative"
C0005411,Biliary Atresia
C0008340,Choledochal Cyst
C0314760,Coliform bacteria
C0008311,Cholangitis
C0267924,Suppurative cholangitis
establishing underlying basis,establishing underlying basis
C0400979,Obstruction of biliary tree
C0005401,Intrahepatic bile duct
C0206187,"Bile Ducts, Extrahepatic"
C0027965,New England
C0279755,cytarabine/melphalan
C4703609,Anti-mitochondrial M2 antibody positivity
C0042105,ursodiol
C0178882,ursodeoxycholate
C0019746,HLA-B8 Antigen
C0393293,Endoscopic dilatation
C0748895,Sphincterotomy
C0333166,Chronic obstruction
C0151731,Hepatic Infarction
C4476911,Intrahepatic portal vein sclerosis
C0333554,Zahn's infarct
C4273756,Hepatoportal sclerosis
C0013537,Eclampsia
C0230168,Abdominal Cavity
C3537050,Decreased Coagulation Activity [PE]
C0268318,Cholestasis of pregnancy
C1263667,Obstructive biliary cirrhosis
C0426396,Urine looks dark
C0446633,abdominal organ
C0443239,Interrupted
C0266631,Accessory spleen
C0032722,"Portoenterostomy, Hepatic"
C0456136,Normal birth weight
C2675627,Acholic stool
6:1,6:1
C0014282,England
C0036453,Scotland
C0026183,Minnesota
C1413338,CENPA gene
C3805083,Portal fibrosis
C0155210,Eyelid Xanthoma
C0024485,Magnetic Resonance Imaging
C1512670,Immunologic Factor Process
C0376900,"Carcinoembryonic Antigen-Related Cell Adhesion Molecule 6, human"
C0038001,Structure of splenic vein
sharply demarcated area of red-blue discoloration,sharply demarcated area of red-blue discoloration
C1882136,Obstruction within Medical Device
C0240225,Liver mass
C0333980,Focal Nodular Hyperplasia
C0746408,mass lesion
C0036884,Gonadal Steroid Hormones
C0024620,Primary Malignant Liver Neoplasm
C0026955,Mycotoxins
C1333964,Liver Dysplastic Nodule
C1415491,HCCS gene
C0155789,Bleeding esophageal varices
C0220908,Screening procedure
C0796679,Chemoembolization
C1516119,sorafenib
C1095855,Genus Clonorchis
C0574143,Liver calculus
C4544985,Fibropolycystic disease of liver
C0232750,Bile formation
C0239310,Northern European
C0722638,Pima brand of potassium iodide
C0574606,Hopi language
C0337879,Navaho (ethnic group)
C0750421,weight loss rapid
C0009002,clofibrate
C0151824,Biliary Colic
C0267842,Acute cholecystitis without calculus
C0434028,Injury of gallbladder
C0024360,Lysophosphatidylcholines
C0175845,Motor Vehicles
C3272619,Chronic Acalculous Cholecystitis
C0232570,Epigastric fullness
C1318485,Liver regeneration disorder
C0003857,Congenital arteriovenous malformation
C0496870,Benign neoplasm of liver
C1718423,Tumor Regression
C0205128,Vertical
C1512409,Hepatocarcinogenesis
C0105770,beta catenin
C0032927,Precancerous Conditions
C3899369,Direct Extension
C0235318,Abdominal fullness
C1337013,Differentiated Thyroid Gland Carcinoma
C0232741,Liver function
C0016701,Freezing
C1709272,Northeast
C0023034,Laos
C0006797,Cambodia
C1553378,Latin American
C1155976,actin nucleation
C2611279,cholesterol import
C0151718,Hypocholesterolemia
C0332492,Ovoid shape
C2930749,Radiographic contrast media
C0152054,Therapeutic tactile stimulation
C0010672,Cystic duct structure
C0008320,Cholecystectomy procedure
C0277794,Extreme exhaustion
C0501189,Right subcostal vein
C0267897,Rupture of gallbladder
C0235782,Gallbladder Carcinoma
C0019266,Heredity
C0860204,Cholestatic liver disease
C0553695,Exocrine pancreas
C0014366,ENTEROPEPTIDASE
C0041242,Trypsin Inhibitors
C0085741,"Pancreatic Trypsin Secretory Inhibitor, Kazal"
C0041236,trypsin
C0008742,chymotrypsin
C2753718,pancreatic A cell development
C1826562,PDX1 gene
C5195568,Pancreatic agenesis
C0266270,Pancreas Divisum
C0149955,Annular pancreas
C0013292,Duodenal Obstruction
C0221219,Ectopic pancreas
C1337011,Well Differentiated Pancreatic Endocrine Tumor
C0010626,Embryonic cyst
C0742960,cyst benign
C5418754,Benign Periampullary Neoplasm
C0012802,Thiazide Diuretics
C0043253,Nonpenetrating Wounds
C0238339,Hereditary pancreatitis
C1418965,PRSS1 gene
C0747198,pancreatitis idiopathic
C0014436,Enzyme Precursors
C0033024,Prekallikrein
C0014429,Enzyme Activation
C0030296,pancreatic juice
C0267941,Pancreatitis Necrotizing
C0524468,Structure of right shoulder region
C0234234,Tender
C0596570,fibrogenesis
C0027671,Neoplastic Processes
C1522326,Treating
C0008964,Clinical Medicine
C0777169,Lancet
"nat rev gastroenterol hepatol 11:340, 2014","nat rev gastroenterol hepatol 11:340, 2014"
C0678896,Endocrine function
C0037659,somatostatin
C0230681,Zymogen Granules
C1325601,zymogen granule membrane
C0751968,Enzyme Activators
C0582175,Surgeon
C1442823,"POU2F2 protein, human"
C0013293,Greater duodenal papilla structure
C0848337,gastric distention
C0227578,Structure of pancreatic acinus
C0205376,Unilocular
C0013609,Localized Edema
C2985477,Exocrine Pancreas Cell
C1512936,Intraductal Route of Drug Administration
C1179571,Parenchyma of pancreas
C4313316,Interstitial hemorrhage
C0442162,Peripancreatic
C0440743,Serous
C0443611,Fat globule
C0267940,"Pancreatitis, Acute Hemorrhagic"
C0000727,"Abdomen, Acute"
C0030925,Peptic Ulcer Perforation
C0162336,"Permeability, Microvascular"
C0344211,Supportive care
C0314754,Gram-negative coccus
C0030299,Pancreatic Pseudocyst
C0333161,Pseudocyst
C1842402,TROPICAL CALCIFIC PANCREATITIS
C0812377,SPINK1 gene
C1413662,CPA1 gene
C1413336,CEL gene
C1697746,Rectal Obstruction
C4727342,Tumor-Infiltrating Immune Cell
C0020505,Hyperphagia
C0376670,"Pancreatitis, Alcoholic"
C0154682,Lateral Sclerosis
C0345920,Tumor of exocrine pancreas
C1333190,"Neoplasms, Cystic"
C0206709,"Cystadenoma, Serous"
C0206767,"Neoplasms, Cystic, Mucinous, and Serous"
C2987182,Non-Invasive Pancreatic Mucinous-Cystic Neoplasm
C0176940,Distal subtotal pancreatectomy
C4511687,Pancreatic Intraductal Papillary Mucinous Neoplasm
C1366550,GNAS gene
C1134719,Invasive Ductal Breast Carcinoma
C1301034,Pancreatic intraepithelial neoplasia
C0763464,"KRAS protein, human"
C0206623,Adenosquamous carcinoma
C0376443,Endoscopic Ultrasound
C1335302,Pancreatic Ductal Adenocarcinoma
C1335304,Pancreatic Intraductal Papillary-Mucinous Carcinoma
C0848558,Hypospadias
C0014588,Epispadias
C0004691,Balanoposthitis
C0085166,Bacterial Vaginosis
C0745076,poor hygiene
C0037359,Smegma
C0031538,Phimosis
C0030849,Penile Neoplasms
C0853105,Penis carcinoma
C0427198,Protective muscle spasm
C0230101,Upper back structure
C1261422,Serum lipase level result
C4021103,Abnormality of exocrine pancreas physiology
C1137931,Carboxypeptidase A1
C0110610,connective tissue growth factor
C0239574,Low grade fever
C0030279,Pancreatectomy
C0334048,Severe dysplasia
C1521061,20q13
C1334274,Invasive Carcinoma
C0205141,Stellate
C0227386,Transverse colon
C0036471,Scrotum
C1444778,Constricting sensation quality
C0010417,Cryptorchidism
C0227948,Glans penis
C0238348,Squamous Cell Carcinoma of the Penis
C0206706,Verrucous carcinoma
C0302523,Observation in research
C1720771,Testicular Hydrocele
C1522231,Transluminal Route of Drug Administration
C0018931,Hematocele of tunica vaginalis testis
C0302146,Chylous cyst
C0013882,Elephantiasis
C0021358,Inferior Colliculus
C0431664,Unilateral Cryptorchidism
C0194907,Orchidopexy
C4021985,Germ cell neoplasia
C0153594,Malignant neoplasm of testis
C0014534,Epididymitis
C0041322,"Tuberculosis, Ocular"
C0039590,Testicular Neoplasms
C0205851,Germ cell tumor
C0206724,Sex Cord-Stromal Tumor
C0039585,Androgen-Insensitivity Syndrome
C1336708,Testicular Germ Cell Tumor
C0334517,Spermatocytic seminoma
C0013377,Dysgerminoma
C0206660,Germinoma
C1135936,Syncytiotrophoblasts
C0206659,Embryonal Carcinoma
C0008497,Choriocarcinoma
