cui,umls_concept
C0024525,malacoplakia
C0333746,michaelisgutmann body
C0268857,papillary cystitis
C0268837,cystitis glandularis
C0152262,cystitis cystica
C0007138,carcinoma transitional cell
C1704430,urinary schistosomiasis
C1518534,occupational carcinogenesis
C0282606,myomatous neoplasm
C1368911,papillary urothelial carcinoma
C1335329,papillary urothelial neoplasm
C0235754,bladder papilloma
C2986492,recurrence risk
C1266012,micropapillary urothelial carcinoma
C1519630,transurethral resection
C1183910,anterior fibromuscular stroma of prostate
C0034783,adrenergic receptor
C0152032,urinary hesitation
C0007344,castration
C0003988,asian americans
C5441552,ethnic groups
C5668149,welldefined tumor margin
C0205384,branching qualifier value
1967,1967
"3, 4, or 5 (gleason)",3 4 or 5 gleason
C0444669,core
2 (1+1),2 11
10 (5+5),10 55
C0041972,urethral obstruction
C0036628,seminal vesicles
C0222645,axial skeleton structure
C0034606,radionuclide imaging
C1179826,prostatic epithelium
C0746919,no treatment
C1320480,pathologic stage
C1709263,nonestrogendependent malignant neoplasm
C0458421,wall of bladder
C3536994,ergot derivatives
C1370932,renal pelvis and ureter carcinoma
C0429805,bladder emptying
C5543509,edema submucosal
C0950072,trigonella plant
C0013715,egypt
C1519840,urothelial neoplasm
C0473235,painless hematuria
C0475269,tumor grade g1
C0194401,complete cystectomy
C0239997,maternal infection
C0007939,syphilitic chancre
C2985354,latent phase of labor
C0027927,neurosyphilis
C0275828,condyloma latum
C1336528,superficial lesion
C0205372,tertiary
C0039130,syphilis cardiovascular
C0491374,antisera control for nontreponemal tests
C1880724,false positive result medical device problem
C0333274,purulent discharge
C0314755,gramnegative diplococcus
C0029076,ophthalmia neonatorum
C1112709,nongonococcal urethritis ngu
C0007860,uterine cervicitis
C0317872,mycoplasma genitalium
C0085501,ureaplasma urealyticum
C0017405,geniculate body structure
C0302307,mucopurulent discharge substance
C3858691,palliates
C0422202,notifications procedure
C0375071,malignant neoplasm of vulva
C0004769,bartholinitis
C0033246,proctitis
C0492562,kit fastidious organisms
C0039133,syphilis latent
C0039223,tabes dorsalis
C0205858,general paralysis
C0275872,syphilitic cirrhosis
C0020186,hutchinsons teeth
C0334144,perivascular fibrosis
C0702114,indurated
C0018481,hemophilus ducreyi
C3053990,corona
C0227759,labium
C1704711,distribution
C0443253,maculopapular
C0333369,pustular
C0039866,thigh structure
C0026367,molar tooth
C0154653,chronic meningitis
C0042430,venereal disease research laboratory
C2985340,vaginal birth mechanism
C0004768,bartholin glands
C0041343,tuboovarian abscess
C0242172,pelvic inflammatory disease
C0041974,urethral stenosis
C0030794,pelvic pain
C0227791,vaginal discharge
C0442135,paracolic
C0341816,gonococcal perihepatitis
C0039520,tenosynovitis
C0152447,urethral discharge
C2748698,portal inflammation
C0339959,chlamydial pneumonia
C0033247,proctocolitis
C0240872,rectal fissure
C0205052,rectal
C0007947,chancroids
C0010454,culture media
C0018190,granuloma inguinale
C0006792,calymmatobacterium granulomatis
C0404521,infective vaginitis
C0729552,genital infection
C0560132,sievert
"barbieri ce, tomlins sa",barbieri ce tomlins sa
"boström pj, bjartell as, catto jw, et al",boström pj bjartell as catto jw et al
"cuzick j, thorat ma, andriole g, et al",cuzick j thorat ma andriole g et al
C0153601,malignant neoplasm of penis
C0333873,squamous intraepithelial lesion
C0020217,hydatidiform mole
C0162823,dermatitis irritant
C0042996,vulvitis
C0004767,cyst of bartholins gland duct
C0023652,lichen sclerosus et atrophicus
C0027822,neurodermatitis
C4014328,epithelial thickening
C5235642,increased mitotic activity
C0333896,koilocytotic atypia
C0341851,condyloma acuminata of vulva
C0280856,squamous cell carcinoma of vulva
C0346210,vulval intraepithelial neoplasia
C1275217,pagets disease of vulva
C0241989,malignant melanoma of vulva
C1512941,intraepidermal route of drug administration
C0314756,gramnegative coccobacillus
C0021385,necrotizing inflammation
C0017420,genitalia
C0262374,stricture of anus
C0555971,oral infection
C0241028,sexually active
C0457338,disease phases
C0200955,viral culture procedure
C0836921,tonsil
C0009758,conjunctiva
C0017421,female genitalia
C0566690,vaginal delivery finding
C0080276,urogenital diseases
C0150270,medication management
C0257766,silv protein human
C0040524,septic toxemia
C0162820,dermatitis allergic contact
C0037392,soap
C0003205,antiinfective agents local
C0011468,deodorants
C5420198,oropharyngeal human papillomavirusnegative squamous cell carcinoma
C0221923,stratum granulosum
C0221270,acanthosis
C0346208,vaginal intraepithelial neoplasia
C0269214,vaginal adenosis
C1306573,botryoidtype embryonal rhabdomyosarcoma
C0235656,lesion of cervix
C5567468,normal vaginal microbiota
C5394544,herpetic infections
C3273256,squamocolumnar junction
C0015211,eversion
C0333875,highgrade squamous intraepithelial lesions
C1334050,hpvrelated carcinoma
C1302773,low grade squamous intraepithelial neoplasia
C0007868,cervical dysplasia
C3872595,human papillomavirus dna
C4048328,cervical cancer
C0020717,i bloodgroup system
C0195324,conization
C0042237,malignant vaginal neoplasm
C1334177,infiltrating cervical carcinoma
C0020699,hysterectomy
C0024203,lymph node excision
C0014126,endocervical polyp
C0036911,sexual partners
C0133937,e6 protein human papillomavirus type 18
C0069507,e7 protein human papillomavirus type 18
C0027088,myometrium
C0014179,endometritis
C1333876,granulomatous endometritis
C0275958,tuberculous endometritis
C0021900,intrauterine devices
C0341858,endometriosis of uterus
C5447210,endometrial tissue
C0014175,endometriosis
C0227848,endometrial gland structure
C0227849,structure of endometrial stroma
C0334023,metaplastic
C0459723,skin appendage structure
C0152240,uterus bilocularis
C0043204,structure of mesonephric duct
C0023533,leukorrhea
C0227784,vaginal mucous membrane
C0206656,embryonal rhabdomyosarcoma
C0241629,purulent vaginal discharge
C0007873,uterine cervical neoplasm
C0206708,cervical intraepithelial neoplasia
C1413287,cdk6 gene
C1332922,cervical squamous intraepithelial neoplasia
C0030677,patient care management
C1817338,epithelial cell maturation
C0850639,premalignant lesion
C1441672,observed
C0741302,atypia morphology
C0009417,colposcopy
C1522577,followup
C2698651,optimum
C5238485,microinvasive anal carcinoma
C1516838,endocervical mucosa
C0475210,centimeter
C0004309,auditory perception
C0238104,chronic endometritis
C0237029,endometrium normal
C2826782,superficial myometrium
C3549779,menstrual abnormalities
C0013390,dysmenorrhea
C0230299,structure of uterine ligament
C0230285,structure of rectovaginal septum
C1516859,stromal cell of endometrium
C0003805,aromatase
C0593802,aromatase inhibitors
C0025349,menstruation retrograde
C1367485,ptgs2 gene
C0013394,dyspareunia female
C1504419,pelvic hemorrhage
C0549357,abdominal adhesions
C0032776,postmenopausal bleeding
C0156369,uterine polyp
C0003128,anovulation
C1511572,event cycle
C0040128,thyroid diseases
C0032019,pituitary neoplasms
C0018206,granulosa cell tumor
C0032460,polycystic ovary syndrome
C0149952,ovarian torsion
C2931618,gestational trophoblastic disease
C0334192,atrophic endometrium
C0227813,body of uterus
C0993589,perimenopause
C1336905,endometrial endometrioid adenocarcinoma
C0014935,estrogen replacement therapy
C5679804,serous carcinoma of body of uterus
C0206687,carcinoma endometrioid
C0206701,serous cystadenocarcinoma
C1537677,med12 gene
C0042133,uterine fibroids
C0317838,mycoplasma hominis
C0333140,ruptured simple cyst
C5436267,subcortical cysts
C0016427,follicular cyst
C4287589,serous tubal intraepithelial carcinoma
C0238122,fallopian tube carcinoma
C0341823,epithelial tumor of ovary
C0334355,serous cystadenoma borderline malignancy
C3640999,high grade astrocytic tumor
C3642254,ovarian high grade serous adenocarcinoma
C0010631,cystadenocarcinoma
C0926809,torus of pharyngotympanic tube
C0423742,painful intercourse female
C3650625,abnormal uterine bleeding
C0745411,irregular bleeding
C0025274,menarche
C0010092,structure of corpus luteum of ovary
C0151994,enlarged uterus
C0334402,granulosa celltheca cell tumor
C3812874,endometrioid intraepithelial neoplasia
C3839366,perimenopausal state
C1516857,serous endometrial intraepithelial carcinoma
90%,90
C5379782,rna polymerase i transcription regulator complex
C0018207,granulosa cell
C0024156,luteal cells
C0206081,hyperandrogenism
C0729353,subfertility
C0019572,hirsutism
C0334296,solid carcinoma
C0028641,nulliparity
C1332594,borderline lesion
C1335597,ras family gene
30 to 40 cm,30 to 40 cm
C1182794,ciliated
C0205189,borderline
C1265611,quantity
C0474809,endometrioid tumor
C0006160,brenner tumor
C0338430,limbic encephalitis
C0038478,struma ovarii
C1335153,ovarian carcinoid tumor
C0006610,ca125 antigen
C0566701,placenta infected
C0023860,listeriosis
C0032991,pregnancy ovarian
C0334529,hydatidiform mole partial
C0678213,complete hydatidiform mole
C0181904,monitor device
C0227844,uterine cavity
C1760003,fetal part
C0439170,percentage fetal cells
C0027960,nevus
C0008493,hydatidiform mole invasive
C0855173,placental choriocarcinoma
C0696940,salvia miltiorrhiza
C0162739,hellp syndrome
C1947915,crest location
C0206766,neoplasms adnexal and skin appendage
C0240611,mass of ovary
C0441633,scanning
C0542417,matted hair
C0836205,gut epithelium
C0013956,emergency situation
C5669925,bulky lesion
C3875499,acute chorioamnionitis
C0041633,umbilical cord structure
C1270169,villitis
C0019340,herpes nos
C0232904,fertilized
C0032994,pregnancy tubal
C1880019,cessation
C0232100,exsanguination
C0333693,triploidy syndrome
C2347452,paternal relative
C0337493,paternal qualifier
C4526839,elevated human chorionic gonadotropin
C0349557,gestational choriocarcinoma
C0450371,46xx
C0269050,endomyometritis
C0012568,diploidy
C1512857,interlobular duct
C0149741,nipple discharge
C0424859,multiple lumps
C0520962,localized pain
C0010701,phyllodes tumor
C0024671,mammography
C0334385,inflammatory carcinoma
C5539736,intralobular septal thickening
C0334450,benign neoplasm of soft tissue
C1332629,breast fibrocystic change proliferative type
C1335931,breast sclerosing adenosis
C0037400,social change
C0011201,delayed childbearing
C0019929,hormone receptor
C3539878,triple negative breast neoplasms
C5419525,site of metastasis
C0559119,family history of breast cancer
C0035150,reproduction
C1268717,mammographic breast density
C3272694,pik3ca gene mutation
C2348909,her2neu positive
C0014930,estrogen antagonists
C0026132,milk ejection
C0028109,nipples
C0024902,mastodynia
C0221233,periodic edema
C2228270,erythematous macule
C0006145,breast diseases
2 to 3 cm,2 to 3 cm
C0220825,evaluation
10% of women younger than 40 years of age,10 of women younger than 40 years of age
C4744366,fibroadipose tissue
C0178539,cellular
C0205186,monophasic
2002,2002
C0336648,alarm device
2016,2016
C0034833,receptors progesterone
C0815172,patient characteristics
C0521982,response to treatment
C1960398,her2positive carcinoma of breast
C2348908,her2neu negative
C2348819,triplenegative breast cancer finding
C5238910,her2negative breast carcinoma
C0279754,estrogen receptor positive
C0034044,puerto rico
C1290608,micropapilla
C0002454,americas
C1705846,atm wt allele
C4235502,negative regulation of baseexcision repair
C1419810,sall2 gene
C1517526,geographic
C0337051,environmental pool
C4722518,triplenegative breast carcinoma
C4743729,histologic type of cancer
C0796693,sentinel lymph node biopsy
C0441766,stage level 1
C0279756,estrogen receptor negative
C0441772,stage level 4
C4733472,immune checkpoint inhibitor therapy
C3548477,establishment of sertoli cell barrier
C0205480,gynecologic
C0032000,pituitary adenoma
C0001403,addison disease
C0678613,feedback inhibition
C0597192,peptide hormone
C2610852,growth hormone receptor complex
C0226503,structure of venous network
C0032002,pituitary diseases
C0020506,hyperpituitarism
C0020635,hypopituitarism
C0854021,abnormal visual field test
C0032001,pituitary apoplexy
C1710067,sex hormoneproducing adrenal cortex adenoma
C0020655,hypothalamic diseases
C0032008,pituitary gland anterior
C0040160,thyrotropin
C0222613,lactiferous duct
C0205649,adenoma monomorphic
C1706504,bilateral prophylactic mastectomy
C0567498,breast normal
C1718420,tubule formation
1 to 2 cm,1 to 2 cm
C4761333,biological agent type
C1709047,mitotic count
C0750546,newly
C0441767,stage level 2
~54%,54
C0027646,diagnostic neoplasm staging
C5238347,brcaassociated breast carcinoma
C0020202,crossbreeding
"50 (majority, 75%)",50 majority 75
C0014170,endometrial neoplasms
C1515119,systemic therapy
C0589120,followup status
C0036609,structure of pituitary fossa
C0032009,pituitary gland posterior
C3463820,inhibition
C0333933,basophilic
C0221184,bitemporal hemianopia
C0549423,obstructive hydrocephalus
C0151311,cranial nerve palsies
C0040162,thyrotropinreleasing hormone
C0016774,human folliclestimulating hormone
C0023607,luteinizing hormone
C0338078,nonfunctioning pituitary gland neoplasm
C0346306,pituitary microadenoma
C0346308,pituitary macroadenoma
C0086376,gtpbinding proteins
C0346304,gonadotroph adenoma
C0016424,follicle stimulating hormone injectable
hormone(s),hormones
C1149036,gtpase activity
C0346302,growth hormonesecreting pituitary adenoma
C1708260,gnas gene mutation
C0033375,prolactinoma
C0025267,multiple endocrine neoplasia type 1
C1332737,cdkn1b gene
C1418907,prkar1a gene
C0162565,acute intermittent porphyria
C0586827,skeletal tissue
C1519678,tumor expansion
C0020514,hyperprolactinemia
C0035179,reserpine
C0017547,gigantism
C0001206,acromegaly
C1334089,igf1 gene
C1306214,acthsecreting pituitary adenoma
C0027577,nelson syndrome
C0346300,pituitary carcinoma
C0521102,interferes with
C0020659,hypothalamic neoplasms
C0242342,sheehan syndrome
C0151740,intracranial hypertension
C0271561,somatotropin deficiency
C0342388,adrenocorticotropic hormone acth deficiency disorder
C0271586,prolactin deficiency isolated
C0030095,oxytocin
C1849700,hyperphenylalaninemia with primapterinuria
C0848390,excessive urination
C0162283,nephrogenic diabetes insipidus
C0021141,inappropriate adh syndrome
C0040123,thyroglobulin
C0041014,liothyronine
C1420598,serpina7 gene
C0242210,binding proteins
C1709584,plurihormonal pituitary gland adenoma
C0151468,thyroid gland follicular adenoma
C0262587,parathyroid adenoma
C0752348,heterotrimeric gtpbinding proteins
C3814821,nacht lrr and pyd domainscontaining protein 2
C0060916,gsubstrate
C4018860,pituitary growth hormone cell adenoma
C1707524,corticotroph
C0029126,optic chiasms
C0013313,dura mater
C1514164,pleomorphic
C1516515,chromophobe cell
C0547030,visual disturbance
C0235660,galactorrhea not associated with childbirth
C0278863,prolactinproducing pituitary gland neoplasm
C0018050,gonadal disorders
C0746674,generalized muscle weakness
C0221406,pituitarydependent cushings disease
C3263685,hormone abnormality
C0151671,glucose tolerance decreased finding
C0815997,branch of brachial artery
C0271558,necrosis of pituitary
C0013338,pituitary dwarfism
C0229545,pituicyte
C1098706,human avp protein
C0038869,structure of supraoptic nucleus
C0523891,serum sodium measurement
C0086741,osmolality
C0039971,thirst
