cui,umls_concept,entity_norm
C0238115,Boerhaave syndrome,boerhaave syndrome
C3845546,Heavy smoking,heavy smoking
C0994475,Pills,pills
C0013090,doxycycline,doxycycline
C0549099,Perforation (observation),perforation observation
C0014245,Endoscopy (procedure),endoscopy procedure
C0851979,Esophageal Infection,esophageal infection
C0004030,Aspergillosis,aspergillosis
C0227192,Inferior esophageal sphincter structure,inferior esophageal sphincter structure
C0013299,Duodenogastric Reflux,duodenogastric reflux
C0007681,Central Nervous System Depressants,central nervous system depressants
C3489393,Hiatal Hernia,hiatal hernia
C0152020,Gastroparesis,gastroparesis
C4725181,Elongation Mutation,elongation mutation
C0018834,Heartburn,heartburn
C0039986,Thoracic Surgery Specialty,thoracic surgery specialty
C0038553,Sublingual Gland,sublingual gland
C1334700,Mesenchymal Differentiation,mesenchymal differentiation
C0391978,Bone Tissue,bone tissue
C0206625,Malignant Mixed Tumor,malignant mixed tumor
C1517602,Irregular Tubule,irregular tubule
C0600383,"Protein Conformation, beta-Strand",protein conformation betastrand
C0022130,Islands,islands
C1513729,Mucus-Secreting Cell,mucussecreting cell
C0205281,Invasive,invasive
C0458003,Developmental (qualifier value),developmental qualifier value
C0010384,"Prostheses, Dental, Fixed, Crown, Total, Temporary",prostheses dental fixed crown total temporary
C0040429,Apex of tooth,apex of tooth
C0031024,Suppurative Periapical Periodontitis,suppurative periapical periodontitis
C1709309,Odontogenic Epithelium,odontogenic epithelium
C1518271,Neuroectoderm,neuroectoderm
C1832348,Slow-growing hair,slowgrowing hair
C0442025,Muscular,muscular
C0225593,Bifurcation of trachea,bifurcation of trachea
C0506546,Esophageal wall structure,esophageal wall structure
C0012817,Diverticulum,diverticulum
C4703577,Ineffective esophageal peristalsis,ineffective esophageal peristalsis
C0192389,Dilation of esophagus due to disease,dilation of esophagus due to disease
C0271686,Diabetic Autonomic Neuropathy,diabetic autonomic neuropathy
C0032371,Poliomyelitis,poliomyelitis
C0547070,Ablation,ablation
C0025037,Meckel Diverticulum,meckel diverticulum
C1160577,acid secretion,acid secretion
C0023896,Alcoholic Liver Diseases,alcoholic liver diseases
C0013962,Emergency Medical Tags,emergency medical tags
C0019147,Hepatic Coma,hepatic coma
C0206194,Survivors,survivors
C0347629,Laceration of esophagus,laceration of esophagus
C0205127,Longitudinal,longitudinal
C0025064,Mediastinitis,mediastinitis
C0221150,Swallowing painful,swallowing painful
C0267096,Esophageal injury,esophageal injury
C0030805,Bullous pemphigoid,bullous pemphigoid
C0014527,Epidermolysis Bullosa,epidermolysis bullosa
C0004916,Beds,beds
C0227176,Esophageal mucous membrane,esophageal mucous membrane
C0341110,Viral esophagitis,viral esophagitis
C0006904,Capillary Endothelium,capillary endothelium
C0358591,Proton Pump Inhibitors,proton pump inhibitors
C0151970,Ulcer of esophagus,ulcer of esophagus
C0341106,Eosinophilic esophagitis,eosinophilic esophagitis
C3277591,Food impaction,food impaction
C1820738,Feeding intolerance,feeding intolerance
C0205113,Circumferential,circumferential
C0425422,Dietary Restriction,dietary restriction
C1320239,food allergen,food allergen
C0334037,Intestinal metaplasia,intestinal metaplasia
C1258085,Barrett Epithelium,barrett epithelium
C0279628,Adenocarcinoma Of Esophagus,adenocarcinoma of esophagus
C2987406,Gastric Intramucosal Adenocarcinoma,gastric intramucosal adenocarcinoma
C1333110,Colorectal High Grade Intraepithelial Neoplasia,colorectal high grade intraepithelial neoplasia
C1516965,Keratinized squamous cell of esophagus,keratinized squamous cell of esophagus
C1705493,West (direction),west direction
C0279626,Squamous cell carcinoma of esophagus,squamous cell carcinoma of esophagus
C0267097,Caustic esophageal injury,caustic esophageal injury
C0032249,Plummer-Vinson Syndrome,plummervinson syndrome
C0022065,Iran,iran
C0019907,Hong Kong,hong kong
C0003761,Country of Argentina,country of argentina
C0006137,Brazil,brazil
C0037712,South Africa,south africa
C0678478,alcohol and tobacco,alcohol and tobacco
C0686619,Lymph Node Metastasis,lymph node metastasis
C0239296,Obstruction of esophagus,obstruction of esophagus
C0017120,Gastric acidity,gastric acidity
C0007144,Cardia of stomach,cardia of stomach
C0017151,Gastrins,gastrins
C1516470,Chief cell,chief cell
C0546343,Mucosal erosion,mucosal erosion
C0010474,Curling Ulcer,curling ulcer
C0038354,Stomach Diseases,stomach diseases
C0017155,"Gastritis, Hypertrophic",gastritis hypertrophic
C0227235,Structure of gastric lumen,structure of gastric lumen
C2753459,mucus layer,mucus layer
C0053548,Bicarbonate Ions,bicarbonate ions
C0033727,Protons,protons
C0596119,apical membrane,apical membrane
C0850666,Infection caused by Helicobacter pylori,infection caused by helicobacter pylori
C0151713,Hyperchlorhydria,hyperchlorhydria
C0027396,naproxen,naproxen
C0538927,celecoxib,celecoxib
C0041942,urea,urea
C0238617,High altitude (physical force),high altitude physical force
C1182809,Surface of epithelium,surface of epithelium
C0400807,Stress ulcer of stomach,stress ulcer of stomach
C0267113,Cushing ulcer,cushing ulcer
C0021708,intensive care unit,intensive care unit
C3887639,Autoimmune gastritis,autoimmune gastritis
C0005403,Bile Reflux,bile reflux
C0192472,Endoscopic biopsy of stomach,endoscopic biopsy of stomach
C0349374,Cow's milk,cows milk
C0523207,Hematoxylin and eosin stain method,hematoxylin and eosin stain method
C1518005,Low Grade Cervical Squamous Intraepithelial Neoplasia,low grade cervical squamous intraepithelial neoplasia
C1512433,High Grade Cervical Squamous Intraepithelial Neoplasia,high grade cervical squamous intraepithelial neoplasia
C0031740,Photochemotherapy,photochemotherapy
C0850292,Radiofrequency Ablation,radiofrequency ablation
C1700928,Endoscopic mucosal resection,endoscopic mucosal resection
C1301725,Documented,documented
C0004340,Australia,australia
C0027778,Netherlands,netherlands
C0022771,Korea,korea
C0013593,Ecuador,ecuador
1970,1970,1970
C2700034,Exophytic,exophytic
C3843505,Deeply,deeply
C0266267,Congenital hypoplasia of pancreas,congenital hypoplasia of pancreas
C0334107,Polypoid,polypoid
C0441074,Meters (physical object),meters physical object
C0229754,Paratracheal lymph node group,paratracheal lymph node group
C0742985,debilitation,debilitation
C0040588,Tracheoesophageal Fistula,tracheoesophageal fistula
C0022584,"Keratoderma, Palmoplantar, Diffuse",keratoderma palmoplantar diffuse
C0016823,Structure of fundus of eye,structure of fundus of eye
C1549092,Antrum,antrum
C0017129,gastric fundus,gastric fundus
C0227230,Body of stomach,body of stomach
C0030909,pepsin A,pepsin a
C0043515,Zollinger-Ellison syndrome,zollingerellison syndrome
C0232493,Epigastric pain,epigastric pain
C0012238,Digestion,digestion
C1517304,Foveolar cell,foveolar cell
C1319853,"Asthma, Aspirin-Induced",asthma aspirininduced
C1448554,"SLC4A7 protein, human",slc4a7 protein human
C2010560,Hemorrhagic gastritis,hemorrhagic gastritis
C0752138,Intracranial Arterial Diseases,intracranial arterial diseases
C0332490,Round shape,round shape
C3641771,Have Abdominal Discomfort,have abdominal discomfort
C0013295,Duodenal Ulcer,duodenal ulcer
C0205211,Subclinical,subclinical
C0232567,Hypergastrinemia (finding),hypergastrinemia finding
C0041945,Urease,urease
C0201811,Fecal occult blood test,fecal occult blood test
C0006153,Breath Tests,breath tests
C0042847,Vitamin B 12 Deficiency,vitamin b 12 deficiency
C0024899,Mastocytosis,mastocytosis
C0014724,Eructation,eructation
C1515089,Surgical Management,surgical management
C0079581,Hypochlorhydria,hypochlorhydria
C0333983,Hyperplastic Polyp,hyperplastic polyp
C0032568,Inflammatory polyp,inflammatory polyp
C0149826,Gastric Adenoma,gastric adenoma
C0948101,Digestive System Adenoma,digestive system adenoma
C0024870,Mass Screening,mass screening
C0349530,Early gastric cancer,early gastric cancer
C4721859,Hereditary Diffuse Gastric Adenocarcinoma,hereditary diffuse gastric adenocarcinoma
C3146245,"Gastric Adenoma, Intestinal-Type",gastric adenoma intestinaltype
C3829311,Lauren Classification,lauren classification
C0694571,Extranodal Lymphoma,extranodal lymphoma
C1332268,Lymphoma of anus,lymphoma of anus
C1850900,Familial primary gastric lymphoma,familial primary gastric lymphoma
C0206754,Neuroendocrine Tumors,neuroendocrine tumors
C4744549,Autoimmune Atrophic Chronic Gastritis,autoimmune atrophic chronic gastritis
C0425229,Overcrowded in house,overcrowded in house
C0013621,Knowledge acquisition,knowledge acquisition
C0036172,Sanitation,sanitation
C0025884,Mexican Americans,mexican americans
C0017447,Geography,geography
C0337460,Social Factors,social factors
C0546969,"Preauricular Fistulae, Congenital",preauricular fistulae congenital
C0017150,Gastrinoma,gastrinoma
C0040147,Thyroiditis,thyroiditis
C0034193,Pyloric antrum,pyloric antrum
C0022378,Jejunum,jejunum
C0023891,"Liver Cirrhosis, Alcoholic",liver cirrhosis alcoholic
C0020502,Hyperparathyroidism,hyperparathyroidism
C4698035,Shallow,shallow
C0032931,Precipitation,precipitation
C1707286,Carcinogenic Nitrosamine,carcinogenic nitrosamine
C0333902,Karyomegaly,karyomegaly
C0457454,Discontinuation (procedure),discontinuation procedure
C0236048,"Polyposis, Gastric",polyposis gastric
C0013395,Dyspepsia,dyspepsia
C0008107,Chile,chile
C0010182,Costa Rica,costa rica
C0028413,Northern Europe,northern europe
C0003983,"Asia, Southeastern",asia southeastern
C1511903,Dietary Factors,dietary factors
C0812305,EPCAM gene,epcam gene
C2974530,"APC protein, human",apc protein human
C0249880,Cyclin-Dependent Kinase Inhibitor p16,cyclindependent kinase inhibitor p16
C1267582,Proximal stomach,proximal stomach
C0442650,Road,road
C0556482,Unsafe Sex,unsafe sex
C3244315,orders - HL7PublishingDomain,orders hl7publishingdomain
C0027912,Neurosecretory Systems,neurosecretory systems
C0458580,Tracheobronchial structure,tracheobronchial structure
C1333783,Gastric Neuroendocrine Neoplasm,gastric neuroendocrine neoplasm
C0220620,Gastrointestinal Carcinoid Tumor,gastrointestinal carcinoid tumor
C1333321,Gastrinoma of duodenum,gastrinoma of duodenum
C3272852,Anal Canal Neuroendocrine Tumor G1,anal canal neuroendocrine tumor g1
C0034885,Rectal Neoplasms,rectal neoplasms
C0238198,Gastrointestinal Stromal Tumors,gastrointestinal stromal tumors
C0206658,Smooth Muscle Tumor,smooth muscle tumor
C0206727,Nerve Sheath Tumors,nerve sheath tumors
C0812225,Kit device,kit device
C1518782,PDGFRA Gene Mutation,pdgfra gene mutation
C1333768,Gastric Gastrointestinal Stromal Tumor,gastric gastrointestinal stromal tumor
C0935989,imatinib,imatinib
C1512752,Infiltrative Growth Pattern,infiltrative growth pattern
C0349532,Gastric lymphoma,gastric lymphoma
C1179870,Nodal myocyte,nodal myocyte
C0019270,Hernia,hernia
C0267778,Adhesion of intestine,adhesion of intestine
C0014268,Administration of enema,administration of enema
C0019569,Hirschsprung Disease,hirschsprung disease
C0733975,Segment of large intestine,segment of large intestine
C0072479,Proto-Oncogene Proteins c-ret,protooncogene proteins cret
C0019294,"Hernia, Inguinal",hernia inguinal
C0028977,Omentum,omentum
C0277631,Death by strangulation,death by strangulation
C0162860,Structure of inferior mesenteric artery,structure of inferior mesenteric artery
C0267412,Mesenteric Venous Thrombosis,mesenteric venous thrombosis
C1336527,Non-Muscle Invasive Bladder Neoplasms,nonmuscle invasive bladder neoplasms
C0037990,Splanchnic Circulation,splanchnic circulation
C1858120,Generalized hypotonia,generalized hypotonia
C5397619,Renal tubular epithelial cell sloughing,renal tubular epithelial cell sloughing
C0232693,Bowel sounds,bowel sounds
C0920762,Vascular blood supply,vascular blood supply
C0341340,Radiation enterocolitis,radiation enterocolitis
C1335660,Radiation-Induced Vascular Disease,radiationinduced vascular disease
C0085411,Angiodysplasia,angiodysplasia
C0442694,Straining (finding),straining finding
C1275670,Collateral branch of vessel,collateral branch of vessel
dilation of the superior hemorrhoidal plexus within the distal rectum,dilation of the superior hemorrhoidal plexus within the distal rectum,dilation of the superior hemorrhoidal plexus within the distal rectum
C0018932,Hematochezia,hematochezia
C0265031,Hemorrhoidal Hemorrhage,hemorrhoidal hemorrhage
C1185727,Collateral vessel,collateral vessel
C0021831,Intestinal Diseases,intestinal diseases
C0267557,Secretory diarrhea,secretory diarrhea
C0267556,Osmotic diarrhea,osmotic diarrhea
C0027773,Nesidioblastosis,nesidioblastosis
C0221205,Yellow color,yellow color
C0232488,Abdominal colic,abdominal colic
C2930967,Gastro-enteropancreatic neuroendocrine tumor,gastroenteropancreatic neuroendocrine tumor
C0003617,Appendix,appendix
C0555952,Colorectal,colorectal
C1513143,Mesenchymal,mesenchymal
C0027809,Neurilemmoma,neurilemmoma
C0143630,Stem Cell Factor,stem cell factor
C0226879,Gastrointestinal muscularis propria,gastrointestinal muscularis propria
C0030421,Paraganglioma,paraganglioma
C1335201,PDGFRA gene,pdgfra gene
C1171350,kinase inhibitor [EPC],kinase inhibitor epc
C0597418,Rotavirus Vaccines,rotavirus vaccines
C0014356,Enterocolitis,enterocolitis
C0038564,Submucous Plexus,submucous plexus
C0227391,Sigmoid colon,sigmoid colon
C0021445,Inguinal canal structure,inguinal canal structure
C0041638,Umbilicus (Anatomy),umbilicus anatomy
C0334150,Surgical scar,surgical scar
C0678862,venous drainage,venous drainage
C0205255,Imprisonment (finding),imprisonment finding
C0226754,Structure of inferior mesenteric vein,structure of inferior mesenteric vein
C0225357,Muscularis Mucosae,muscularis mucosae
C0227387,Left colic flexure,left colic flexure
C0225358,Bladder Detrusor Muscle,bladder detrusor muscle
C0333292,Perforated ulcer,perforated ulcer
C0149520,Acute Cholecystitis,acute cholecystitis
C0017178,Gastrointestinal Diseases,gastrointestinal diseases
C0277553,Idiopathic disease,idiopathic disease
C0226727,Portal Venous System,portal venous system
C0042486,Venous Blood Pressure,venous blood pressure
C3870603,Anorectal,anorectal
C0265040,External hemorrhoids (disorder),external hemorrhoids disorder
C0265034,Internal hemorrhoids,internal hemorrhoids
C0227395,Rectal mucous membrane,rectal mucous membrane
C0036435,Sclerotherapy,sclerotherapy
C0221839,elastics (orthodontic bands),elastics orthodontic bands
C1328010,Infrared Photocoagulation Therapy,infrared photocoagulation therapy
C0019108,Hemorrhoidectomy,hemorrhoidectomy
C0302813,Lactase deficiency (disorder),lactase deficiency disorder
C1835888,"Diarrhea 4, Malabsorptive, Congenital",diarrhea 4 malabsorptive congenital
C0038238,Steatorrhea,steatorrhea
C0012610,Disaccharidases,disaccharidases
C2753390,transepithelial transport,transepithelial transport
C0392519,Calcium deficiency,calcium deficiency
C0344351,Gluten-Free Diet,glutenfree diet
C2362561,Gluten,gluten
C0017622,Gliadin,gliadin
C5539735,Anti-endomysial antibody positivity,antiendomysial antibody positivity
C0254610,Interleukin-15,interleukin15
C1512944,Intraepithelial Lymphocytes,intraepithelial lymphocytes
C2350498,"NK Cell Lectin-Like Receptor Subfamily K, Member 1",nk cell lectinlike receptor subfamily k member 1
C5400232,Microscopic enteritis,microscopic enteritis
C0456889,Enteropathy-Associated T-Cell Lymphoma,enteropathyassociated tcell lymphoma
C0278803,Adenocarcinoma of small intestine,adenocarcinoma of small intestine
C4749333,Refractory celiac disease,refractory celiac disease
C0239181,Intermittent diarrhea,intermittent diarrhea
C0268179,"Lactase Deficiency, Congenital",lactase deficiency congenital
C0268183,Acquired lactase deficiency,acquired lactase deficiency
C0207079,microsomal triglyceride transfer protein,microsomal triglyceride transfer protein
C0026481,Monoglycerides,monoglycerides
C0400821,"Colitis, Microscopic",colitis microscopic
C0238067,"Colitis, Collagenous",colitis collagenous
